est1 est2 est3 est4 est5 est6 est7 est8 est9 est10 est11 est12 est13 est14 est15 est16 est17 est18 est19 est20 est21 est22 est23 est24 est25 est26 est27 est28 est29
16.80	33.20	25.00	85.80	50.60	27.00	69.40	52.20	35.20	0.00	16.00	21.80	21.20	27.20	41.40	49.60	12.00	32.90	27.40	34.12	0.00	24.60	27.20	50.10	43.00	48.60	55.00	24.80	71.30
0.00	23.20	35.80	8.60	7.40	11.00	20.20	0.00	0.00	12.40	75.00	12.80	2.20	32.40	9.70	29.80	7.30	18.60	11.20	21.60	6.00	12.00	29.60	38.20	16.00	12.20	16.40	10.40	35.70
23.80	0.10	10.00	2.60	0.30	0.80	11.40	0.00	0.00	6.80	0.00	0.00	3.40	0.00	0.00	0.00	0.00	0.30	0.00	0.00	60.80	0.00	8.20	0.00	0.00	0.00	22.30	9.40	8.10
30.60	3.00	20.40	25.00	8.10	12.00	8.20	0.00	0.00	0.00	0.00	0.00	12.00	21.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.20	0.00	22.20	0.30	8.80	9.30
0.00	0.00	0.00	0.20	0.30	0.60	0.00	0.00	6.60	0.00	30.60	31.20	0.60	0.00	1.10	0.40	0.00	0.20	0.60	0.00	0.00	10.00	0.00	0.00	0.00	0.00	3.40	3.90	5.40
0.00	0.00	0.00	7.00	4.40	19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.80	0.00	50.50	0.00	0.00	10.20	1.40	0.00	0.30	0.00	0.00
32.40	4.60	7.40	10.00	0.90	0.90	0.00	39.20	0.00	0.00	4.80	0.00	16.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24.20	0.00	2.20	0.00	32.70	6.30	29.60
80.20	1.20	9.60	0.60	22.20	0.00	0.00	8.20	0.00	0.00	6.40	0.00	0.00	1.80	0.00	0.00	0.00	0.00	13.60	0.00	0.00	28.20	0.00	0.00	0.20	0.00	29.10	14.00	10.20
40.60	10.20	9.00	0.00	22.20	0.00	30.40	0.00	0.00	75.80	0.00	7.20	21.20	25.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.20	0.00	0.00	10.30	0.00	0.50	23.40	0.00
12.80	9.20	7.80	18.20	16.00	0.30	0.00	0.00	5.60	24.20	3.20	0.00	49.30	25.00	11.20	2.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.30	0.00	11.50	20.20	60.50
0.00	0.00	0.00	0.00	0.00	0.00	30.40	0.00	5.40	0.00	0.00	8.60	2.80	0.00	0.00	5.40	1.40	2.10	6.80	28.80	0.00	0.00	7.20	0.00	0.00	0.00	11.70	8.50	0.00
29.40	15.60	5.20	17.80	22.00	10.00	0.00	36.60	14.60	32.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	4.60	0.00	13.20	0.00	0.00	0.00	0.00	0.00	71.00	19.60	17.60
0.00	14.20	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	3.60	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.60	8.40	0.00
23.20	95.20	31.60	0.00	1.20	40.00	28.20	0.00	0.00	42.80	0.00	5.10	16.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.90	18.20	0.00	0.00	0.00	0.00	1.20	25.20	0.00
25.00	12.80	0.00	0.80	12.60	0.20	35.40	4.40	11.80	0.00	10.00	3.20	2.30	8.20	0.00	3.00	6.20	17.60	5.00	1.00	0.00	8.20	0.00	4.00	0.00	0.00	0.00	19.60	12.40
0.00	4.60	8.60	2.20	3.60	0.60	3.40	0.00	0.00	0.00	8.20	0.00	6.90	2.40	0.00	0.00	0.00	0.00	0.00	32.40	0.00	0.00	0.00	0.00	5.60	0.30	7.60	8.20	10.10
0.00	6.20	0.00	9.20	15.60	0.00	0.00	2.60	8.60	0.00	8.20	1.60	0.00	5.80	23.70	14.80	4.00	4.90	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	1.10	0.00	22.50
0.00	8.40	14.20	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	5.80	0.00	0.00	0.00	0.60	0.00	1.20	1.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.30	0.00
0.00	0.20	5.20	0.00	2.30	14.00	0.00	0.80	0.00	0.00	8.40	0.00	5.80	0.00	0.00	0.80	0.00	0.10	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.10	38.80	1.20
28.20	11.60	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.80	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	9.00	10.30
0.00	0.00	0.00	1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	13.00	1.00	0.00	0.00	1.40	6.30	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	16.60	4.40
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.50	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.40	0.00	26.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.60	0.00	1.40	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	37.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	20.60	0.00	10.80	33.20	4.80	0.00	1.60	14.80	0.00	11.00	1.60	0.20	70.60	0.00	0.00	0.00	0.00	5.30	4.00	0.00	0.00
73.60	69.80	66.80	49.80	6.60	70.00	0.00	34.40	29.40	56.40	22.60	0.00	8.60	0.00	0.00	0.00	0.00	0.00	2.40	8.60	0.00	16.20	4.40	0.00	0.00	0.00	16.20	1.80	64.50
0.00	35.20	6.00	0.00	5.60	53.00	0.00	18.20	6.20	32.80	0.00	0.00	40.20	0.00	0.00	0.00	0.00	0.00	1.00	30.80	0.00	12.40	46.00	0.00	2.20	0.00	13.20	28.00	0.00
0.00	8.20	25.00	47.00	5.00	62.00	11.70	12.80	13.20	27.20	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	1.40	0.00	4.00	10.60	0.70	0.00	9.10	0.00	17.60	29.40	21.30
81.20	4.20	4.40	18.80	2.40	16.00	53.20	14.50	12.20	45.60	8.00	19.60	3.50	22.00	33.40	32.80	4.20	29.90	3.40	36.60	0.00	6.20	3.70	0.00	0.20	9.20	12.20	15.20	42.50
0.00	43.20	17.20	45.00	14.50	0.00	0.00	0.20	0.00	76.20	29.00	0.00	2.70	6.00	0.00	0.40	0.00	2.00	0.20	9.20	0.00	0.00	7.30	2.00	0.00	14.70	13.00	0.60	82.10
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	3.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.20	0.00	32.40	0.00	0.00	0.00	0.00	7.00	1.80	0.00
0.00	8.80	0.00	4.20	0.00	20.00	46.20	0.00	0.00	0.00	0.00	3.80	12.80	0.00	0.00	0.00	0.00	1.90	0.00	0.00	0.00	0.00	7.60	0.00	0.00	0.00	5.40	5.20	10.40
0.00	0.20	0.00	0.00	0.00	0.20	0.00	0.00	0.00	12.60	0.00	0.00	0.20	0.00	0.00	14.80	11.20	11.90	3.40	0.20	0.00	0.00	5.20	0.00	0.00	0.20	8.20	6.60	0.00
0.00	0.00	0.00	0.20	0.00	0.20	12.20	0.00	0.00	0.00	0.00	9.20	11.40	0.00	0.00	4.40	0.00	2.40	2.40	0.00	0.00	0.00	0.00	0.00	5.40	1.80	0.20	9.80	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.80	27.20	5.40	7.60	39.70	69.60	2.00	37.40	18.40	0.00	0.00	0.00	0.00	12.10	5.20	0.20	1.60	0.40	0.00
0.00	0.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	0.00	9.40	10.50	0.00	0.00	2.80	1.00	0.00	1.20	18.40	0.00	0.00	0.00	0.00	2.20	12.30	0.80	7.40	0.00
14.60	13.60	5.80	0.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.40	0.00	0.00	0.00	0.00	17.80	0.00	21.80
0.00	6.60	10.00	14.20	9.80	15.00	19.40	16.70	6.30	42.80	0.00	14.10	0.00	2.20	25.30	7.20	0.00	0.00	1.00	0.00	0.00	0.00	6.20	0.00	12.20	7.60	0.80	0.00	21.50
0.00	6.80	6.40	2.40	0.00	0.00	0.00	1.00	0.00	0.00	0.00	11.40	0.50	0.00	0.00	0.00	0.00	0.00	0.00	3.20	0.00	0.00	0.00	0.00	5.00	0.00	2.20	0.70	9.20
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.20	0.00
0.00	0.00	0.00	0.00	0.00	0.00	26.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.40	0.00	0.00	0.00	0.00	0.10	0.90	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	18.80	0.00
17.20	8.60	8.40	0.00	0.00	0.00	0.00	0.10	0.00	4.20	38.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.20	0.00	0.00	0.00	0.00	4.80	21.80	0.00
23.20	2.50	7.60	4.60	30.30	0.00	2.20	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	0.00	11.80	4.80	9.20
0.00	2.60	4.00	4.40	2.80	0.00	0.00	0.00	0.00	26.40	0.00	0.00	10.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46.70	3.50	0.00
48.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.60	34.80	0.00
